time,r_id,r_xpos,r_ypos,r_zpos,r_speed,r_acceleration,l_xpos,l_ypos,l_zpos,l_speed,l_acceleration
5505,0,-0.8295128,1.348217,0.1874698,0.3505045,0,-0.6289448,1.371872,0.8535181,0.06979498,10.53374
8805,0,-0.5858952,1.219514,0.4144484,25.14017,0,-0.3176004,1.392188,0.8904729,22.12665,1239.483
8818,0,-0.5849463,1.221707,0.4152623,0.184482,0,-0.3174039,1.392196,0.8907816,0.02675655,-1247.784
8832,0,-0.5839407,1.224076,0.4169777,0.2205287,0,-0.3174402,1.392207,0.8910324,0.01808434,1.802333
8846,0,-0.5831317,1.226493,0.4192759,0.2473562,0,-0.3175038,1.392317,0.8913772,0.02648014,1.341376
8860,0,-0.582742,1.228906,0.4216584,0.2445964,0,-0.3174585,1.392174,0.8918101,0.03281745,-0.1379907
8873,0,-0.5830067,1.231652,0.4254615,0.3385093,0,-0.3167816,1.391241,0.8925188,0.09751239,4.695647
8888,0,-0.5832421,1.233393,0.4289264,0.2816123,0,-0.3160031,1.390476,0.8930973,0.08952824,-2.844851
8902,0,-0.5834109,1.235335,0.4330086,0.320752,0,-0.3158607,1.390639,0.8936147,0.03976901,1.956987
8916,0,-0.5835254,1.237293,0.4377651,0.3676472,0,-0.3167074,1.390227,0.8936403,0.06731869,2.344757
8930,0,-0.5840158,1.239063,0.442748,0.3831233,0,-0.317682,1.389248,0.8931482,0.105808,0.7738069
8944,0,-0.5847682,1.240735,0.4476496,0.3741845,0,-0.3182963,1.38777,0.8922781,0.1302515,-0.446938
8957,0,-0.5858482,1.242293,0.4530745,0.4125673,0,-0.3184648,1.385865,0.8913778,0.1517649,1.919135
8972,0,-0.5870801,1.243839,0.4585202,0.4210084,0,-0.3184029,1.38387,0.8906388,0.1546101,0.4220575
8985,0,-0.5885446,1.245469,0.4640554,0.4228237,0,-0.3179001,1.382344,0.8904165,0.1152517,0.09076297
8999,0,-0.5905252,1.24825,0.4699805,0.4929547,0,-0.317025,1.381848,0.8909842,0.0832459,3.506552
9013,0,-0.5938691,1.251783,0.4760148,0.553394,0,-0.3171605,1.383759,0.8915169,0.1420018,3.021963
9027,0,-0.5975416,1.254365,0.4818077,0.526069,0,-0.3173761,1.383078,0.8919607,0.06037439,-1.366246
9041,0,-0.6016369,1.256336,0.4876828,0.5332295,0,-0.3178653,1.383244,0.8924711,0.05211655,0.3580213
9055,0,-0.606011,1.258453,0.4926332,0.4983422,0,-0.3192336,1.383262,0.8912628,0.1311415,-1.744366
9069,0,-0.6107097,1.261108,0.4960423,0.4595599,0,-0.3219638,1.383075,0.8882204,0.294605,-1.939115
9083,0,-0.6166506,1.264116,0.4978042,0.4966987,0,-0.3267156,1.38279,0.8825699,0.5327607,1.856944
9097,0,-0.6251527,1.267675,0.4968963,0.6560405,0,-0.3334669,1.382403,0.8744278,0.749739,7.967091
9111,0,-0.6353612,1.271463,0.4943368,0.8032768,0,-0.3412732,1.382422,0.8652483,0.8653732,7.361814
9125,0,-0.6463772,1.276294,0.490502,0.9193867,0,-0.3500886,1.382707,0.8553163,0.9672819,5.805492
9138,0,-0.6580129,1.282524,0.4853324,1.006886,0,-0.3593327,1.382992,0.8451241,0.9776161,4.374942
9153,0,-0.6696805,1.288481,0.4869917,0.9602905,0,-0.3681886,1.38336,0.8423284,0.6758596,-2.329752
9166,0,-0.682421,1.294845,0.4910018,1.061315,0,-0.3765486,1.383763,0.8432334,0.603889,5.051222
9180,0,-0.6955622,1.302375,0.4942608,1.11649,0,-0.3849271,1.383725,0.8441147,0.6071525,2.758735
9194,0,-0.7081457,1.310045,0.4974999,1.087019,0,-0.3936806,1.383526,0.8445795,0.6316819,-1.473528
9208,0,-0.7205718,1.31858,0.499584,1.085938,0,-0.402293,1.383146,0.8449914,0.6158615,-0.05405545
9222,0,-0.7329529,1.327325,0.5001567,1.0837,0,-0.4106154,1.382668,0.8453633,0.5961316,-0.1119077
9236,0,-0.7450691,1.335093,0.5005798,1.043882,0,-0.4185735,1.38203,0.8456507,0.579165,-1.990896
9250,0,-0.7574403,1.342798,0.4996156,1.037853,0,-0.4263502,1.381091,0.8458384,0.5567745,-0.3014565
9264,0,-0.7696589,1.34993,0.4979642,1.019109,0,-0.4340765,1.379935,0.8457279,0.5589952,-0.9372115
9278,0,-0.7813057,1.356268,0.4956622,0.9698029,0,-0.4412928,1.378416,0.8454211,0.531877,-2.465284
9291,0,-0.7916683,1.362457,0.4929983,0.8978648,0,-0.4480405,1.377148,0.8451469,0.4991217,-3.596902
9306,0,-0.7997667,1.368787,0.49126,0.7501982,0,-0.45413,1.37638,0.8452272,0.4417364,-7.383329
9319,0,-0.8051273,1.374849,0.4899086,0.5854039,0,-0.4591826,1.37613,0.8455095,0.3615203,-8.239717
9334,0,-0.8076878,1.380508,0.4886618,0.4553436,0,-0.4626467,1.375672,0.8457428,0.2517028,-6.503016
9348,0,-0.8078318,1.386037,0.4873916,0.4056574,0,-0.4647497,1.374745,0.8454884,0.1653054,-2.484313
9361,0,-0.8062418,1.391322,0.4859594,0.4066325,0,-0.4656093,1.373577,0.844704,0.1175728,0.0487566
9375,0,-0.8038331,1.395978,0.4837608,0.4087928,0,-0.4665577,1.372521,0.8437876,0.1215283,0.108014
9389,0,-0.8014484,1.400356,0.4806254,0.4237924,0,-0.466094,1.371789,0.8429925,0.0845997,0.7499814
9403,0,-0.8011205,1.404854,0.4768049,0.4335365,0,-0.4671845,1.371755,0.8429895,0.08002631,0.4872054
9417,0,-0.8004611,1.408834,0.4717912,0.4591808,0,-0.4686996,1.37238,0.8426397,0.1195886,1.282215
9431,0,-0.7993667,1.412304,0.4664467,0.4625179,0,-0.4691477,1.372505,0.8424569,0.03575562,0.1668528
9445,0,-0.7990137,1.415434,0.460583,0.4802493,0,-0.46927,1.372376,0.8423481,0.01505064,0.8865699
9458,0,-0.8000619,1.417732,0.4528568,0.584196,0,-0.4690782,1.37204,0.8424067,0.02814093,5.197339
9473,0,-0.8011097,1.419825,0.444952,0.5926762,0,-0.4689974,1.371727,0.842456,0.02351287,0.4240096
9487,0,-0.8028296,1.421898,0.436936,0.6010009,0,-0.4688945,1.371724,0.8425438,0.009610143,0.4162341
9500,0,-0.8054488,1.423683,0.4277894,0.6974095,0,-0.4687376,1.37188,0.8427302,0.02081675,4.82043
9514,0,-0.8065226,1.42596,0.4194421,0.6233332,0,-0.4686207,1.371999,0.8428787,0.01596552,-3.703815
9528,0,-0.8066604,1.428057,0.4112516,0.6153872,0,-0.4685383,1.372074,0.8430015,0.01206266,-0.3973007
9542,0,-0.8074846,1.429734,0.4030526,0.5998632,0,-0.468499,1.372109,0.8431164,0.009028662,-0.7762015
9556,0,-0.8095337,1.431826,0.3950872,0.5990567,0,-0.4684601,1.372209,0.8433136,0.01582101,-0.04032254
9570,0,-0.8111917,1.434058,0.3877064,0.5720458,0,-0.4683371,1.37246,0.8437079,0.03506055,-1.350546
9584,0,-0.8126194,1.43617,0.3806758,0.5413288,0,-0.4680882,1.372809,0.8442082,0.04769891,-1.535848
9598,0,-0.8139036,1.437724,0.3735463,0.526054,0,-0.4676954,1.373217,0.8447751,0.056875,-0.7637441
9612,0,-0.8148368,1.438127,0.3664121,0.520507,0,-0.4672245,1.373624,0.8453705,0.06222002,-0.2773464
9625,0,-0.8152944,1.436843,0.3592872,0.5184368,0,-0.4667203,1.373984,0.8460072,0.06351821,-0.1035124
9640,0,-0.8155078,1.433863,0.3525829,0.5312695,0,-0.4661176,1.374255,0.8467149,0.07007351,0.6416351
9654,0,-0.8152983,1.431644,0.3468864,0.4342013,0,-0.4651866,1.374504,0.8476055,0.09313715,-4.853408
9668,0,-0.8148631,1.431486,0.3419526,0.3565821,0,-0.4639176,1.374623,0.848578,0.11536,-3.880963
9682,0,-0.8144573,1.432402,0.3371744,0.3462375,0,-0.462878,1.374439,0.8491749,0.08600874,-0.5172297
9695,0,-0.8146091,1.432746,0.3319573,0.3826939,0,-0.4620103,1.37403,0.8495321,0.07488891,1.82282
9710,0,-0.8149967,1.432134,0.326552,0.3930486,0,-0.4608517,1.373548,0.8499581,0.09551072,0.5177334
9723,0,-0.81573,1.430787,0.3209172,0.4192989,0,-0.4600637,1.372981,0.8501402,0.07093123,1.312517
9737,0,-0.8167697,1.429522,0.3153005,0.4167495,0,-0.4594131,1.372345,0.8501884,0.06488754,-0.1274705
9752,0,-0.8180579,1.427173,0.3097807,0.4407126,0,-0.4588497,1.371719,0.8501348,0.06064116,1.198158
9765,0,-0.8189933,1.425195,0.3043496,0.4213983,0,-0.4585015,1.37124,0.849961,0.04441341,-0.9657174
9779,0,-0.8196052,1.423871,0.2992389,0.3842941,0,-0.4581476,1.370718,0.8496863,0.0497201,-1.855209
9793,0,-0.8203266,1.422413,0.2943639,0.3703184,0,-0.4577734,1.370128,0.8493093,0.05719656,-0.698787
9807,0,-0.8211262,1.420256,0.2893551,0.394302,0,-0.4574933,1.369627,0.8489881,0.04707006,1.199181
9821,0,-0.8217115,1.417727,0.2841567,0.4195918,0,-0.4572835,1.369083,0.8485256,0.05373291,1.264492
9835,0,-0.8224435,1.415435,0.2788424,0.4130964,0,-0.4571365,1.368631,0.8480095,0.04969884,-0.3247708
9848,0,-0.8232169,1.413479,0.2735408,0.4129796,0,-0.4571804,1.368387,0.847479,0.04239202,-0.005841255
9862,0,-0.8237416,1.412179,0.2680499,0.4070596,0,-0.457293,1.3683,0.8471256,0.02736242,-0.2959996
9876,0,-0.8242332,1.410651,0.2625678,0.4113034,0,-0.4573851,1.368192,0.8466915,0.03289551,0.2121896
9891,0,-0.8244126,1.40836,0.2576108,0.3898392,0,-0.4574258,1.368059,0.8461531,0.03967366,-1.073208
9904,0,-0.8238035,1.406152,0.253118,0.3661064,0,-0.4574443,1.367941,0.8457703,0.02909646,-1.186639
9918,0,-0.8234273,1.404151,0.2488509,0.3374353,0,-0.4574237,1.367804,0.8453541,0.03132268,-1.433556
9932,0,-0.8231453,1.40197,0.2444411,0.3549932,0,-0.4573249,1.367524,0.8447573,0.04802148,0.8778945
9946,0,-0.8232418,1.400113,0.240159,0.3306105,0,-0.4572212,1.367227,0.8442436,0.04265183,-1.219133
9960,0,-0.8238158,1.398267,0.2357967,0.3491549,0,-0.4571139,1.36687,0.843592,0.05491768,0.9272203
9974,0,-0.8242264,1.396612,0.2313311,0.3392155,0,-0.456877,1.366468,0.8429636,0.05556033,-0.4969731
9987,0,-0.824478,1.394871,0.2269094,0.3439346,0,-0.4563693,1.365944,0.8423359,0.06956191,0.2359539
10002,0,-0.8247386,1.392522,0.2227589,0.3442998,0,-0.4555757,1.365358,0.8418592,0.07896568,0.01825988
10016,0,-0.8251663,1.389687,0.2187874,0.3502699,0,-0.4546497,1.364658,0.8414917,0.08710007,0.298509
10029,0,-0.8263021,1.386817,0.2149649,0.3527566,0,-0.4537367,1.363961,0.8410091,0.08942095,0.1243323
10043,0,-0.828487,1.384588,0.2114851,0.334617,0,-0.4528469,1.363389,0.8405651,0.08212373,-0.90698
10057,0,-0.8302737,1.383137,0.2083956,0.2780004,0,-0.4520941,1.362882,0.8400783,0.07432297,-2.830827
10071,0,-0.8314517,1.383061,0.2061582,0.1840346,0,-0.451425,1.362502,0.8395759,0.06684062,-4.698294
10086,0,-0.8272415,1.388018,0.2085086,0.4910013,0,-0.4507755,1.362226,0.8390945,0.0606608,15.34834
10100,0,-0.8122576,1.386802,0.2107561,1.065791,0,-0.4500704,1.362014,0.8386617,0.05989075,28.73948
10113,0,-0.8087329,1.38757,0.2104058,0.2652035,0,-0.4493699,1.361825,0.838254,0.06089481,-40.02937
10127,0,-0.8077822,1.388533,0.2109658,0.1054839,0,-0.4486284,1.361709,0.838066,0.05574187,-7.985981
10141,0,-0.8139818,1.388381,0.2133724,0.4830386,0,-0.4478415,1.361537,0.8380653,0.05848035,18.87774
10155,0,-0.8139555,1.388405,0.2134603,0.006690988,0,-0.4470448,1.36128,0.8381181,0.05919265,-23.81738
10169,0,-0.8112423,1.388327,0.212948,0.2051371,0,-0.4462711,1.360795,0.8382137,0.0681971,9.922304
10183,0,-0.8108503,1.388631,0.212769,0.03722347,0,-0.4455368,1.360103,0.8381951,0.07122967,-8.39568
10197,0,-0.8132143,1.388561,0.2133223,0.1753807,0,-0.4449851,1.359199,0.8379472,0.0785071,6.90786
10211,0,-0.8134295,1.388552,0.2135081,0.02041448,0,-0.4446898,1.358184,0.8375022,0.08233564,-7.74831
